org_id,repo_id,name,full_name,fork,forks_count,size,has_issues,has_wiki,language,stargazers_count,watchers_count,created_at,updated_at,homepage
google,196334,upb,google/upb,False,93,5259,True,True,C,694,694,2009-05-09 02:38:42,2016-09-21 21:30:28,https://github.com/haberman/upb/wiki
google,1936771,truth,google/truth,False,78,9889,True,True,Java,757,757,2011-06-22 18:55:12,2016-09-21 13:20:26,http://google.github.io/truth
google,3248529,signet,google/signet,False,93,581,True,True,Ruby,183,183,2012-01-23 17:13:36,2016-09-21 08:50:23,http://code.google.com/p/oauth-signet/
google,3248531,autoparse,google/autoparse,False,28,231,True,True,Ruby,123,123,2012-01-23 17:13:56,2016-09-11 03:40:23,http://code.google.com/p/ruby-autoparse/
google,3277842,google-api-ruby-client,google/google-api-ruby-client,False,353,14829,True,False,Ruby,1349,1349,2012-01-26 21:54:39,2016-09-22 15:40:41,https://developers.google.com/api-client-library/ruby/
google,5072378,googletv-android-samples,google/googletv-android-samples,False,65,23610,True,True,Java,118,118,2012-07-16 19:34:08,2016-09-20 15:08:21,
google,6093488,module-server,google/module-server,False,34,13872,True,True,JavaScript,464,464,2012-10-05 16:52:55,2016-08-14 12:28:21,
google,6601918,tracing-framework,google/tracing-framework,False,164,35625,True,True,JavaScript,2247,2247,2012-11-08 19:32:53,2016-09-23 03:03:22,http://google.github.io/tracing-framework/
google,6694773,namebench,google/namebench,False,38,26640,True,True,CSS,295,295,2012-11-14 20:56:13,2016-09-22 01:14:14,
google,8165161,ios-webkit-debug-proxy,google/ios-webkit-debug-proxy,False,214,716,True,True,C,2284,2284,2013-02-12 19:08:19,2016-09-23 03:25:26,
google,8566972,kratu,google/kratu,False,27,1777,True,True,JavaScript,269,269,2013-03-04 22:52:33,2016-08-30 17:15:14,
google,8608480,google-api-nodejs-client,google/google-api-nodejs-client,False,630,18744,True,False,JavaScript,4402,4402,2013-03-06 17:02:23,2016-09-22 19:39:33,
google,9060347,traceur-compiler,google/traceur-compiler,False,454,27487,True,True,JavaScript,6836,6836,2013-03-27 18:05:40,2016-09-22 19:34:14,
google,9304637,ggrc-core,google/ggrc-core,False,101,65442,True,True,Python,129,129,2013-04-08 19:16:28,2016-09-20 13:45:22,
google,9706828,latency-benchmark,google/latency-benchmark,False,30,3954,True,True,C,409,409,2013-04-27 00:45:42,2016-08-23 07:26:18,http://google.github.io/latency-benchmark
google,9916887,google-api-cpp-client,google/google-api-cpp-client,False,59,25555,True,True,C++,193,193,2013-05-07 16:55:36,2016-09-14 07:07:50,http://google.github.io/google-api-cpp-client/latest/
google,9922054,gwtmockito,google/gwtmockito,False,39,345,True,True,Java,142,142,2013-05-07 21:27:35,2016-09-21 06:35:12,http://google.github.io/gwtmockito 
google,9922058,gwteventbinder,google/gwteventbinder,False,31,556,True,True,Java,150,150,2013-05-07 21:27:59,2016-09-20 17:03:19,http://google.github.io/gwteventbinder
google,10070738,lisp-koans,google/lisp-koans,False,330,142,True,True,Common Lisp,1534,1534,2013-05-15 04:07:12,2016-09-22 13:47:48,
google,10230369,auto,google/auto,False,374,2240,True,True,Java,3584,3584,2013-05-22 21:41:56,2016-09-23 02:10:17,
google,10270722,go-github,google/go-github,False,414,1654,True,False,Go,1921,1921,2013-05-24 16:42:58,2016-09-23 05:21:23,http://godoc.org/github.com/google/go-github/github
google,10655461,google-apps-script-samples,google/google-apps-script-samples,False,287,126,True,False,JavaScript,608,608,2013-06-13 00:26:03,2016-09-21 18:31:18,https://developers.google.com/apps-script/
google,10808002,google-api-ruby-client-samples,google/google-api-ruby-client-samples,False,133,436,True,True,Ruby,262,262,2013-06-19 23:07:43,2016-09-19 11:11:05,
google,10831778,pinject,google/pinject,False,41,699,True,False,Python,539,539,2013-06-20 23:46:50,2016-09-21 15:26:54,
google,11293574,paco,google/paco,False,70,567322,True,True,Objective-C,235,235,2013-07-09 20:38:11,2016-09-23 01:42:14,http://www.pacoapp.com/
google,11486592,data-layer-helper,google/data-layer-helper,False,33,586,True,True,JavaScript,140,140,2013-07-17 20:20:30,2016-09-20 02:58:02,
google,11850014,gumbo-parser,google/gumbo-parser,False,502,4313,True,True,HTML,3817,3817,2013-08-02 18:33:38,2016-09-22 18:49:58,
google,12117219,quiver-dart,google/quiver-dart,False,66,1205,True,True,Dart,128,128,2013-08-14 19:13:01,2016-09-22 18:50:08,https://pub.dartlang.org/packages/quiver
google,12166778,google-api-php-client,google/google-api-php-client,False,1959,8487,True,True,PHP,3829,3829,2013-08-16 19:48:39,2016-09-22 18:02:40,http://developers.google.com/api-client-library/php
google,12169108,closure-library,google/closure-library,False,531,77202,True,True,JavaScript,1799,1799,2013-08-16 21:54:05,2016-09-22 15:32:11,code.google.com/closure/library/
google,12229701,hesokuri,google/hesokuri,False,37,1340,True,True,Clojure,513,513,2013-08-19 23:05:56,2016-09-22 18:50:08,
google,12250505,patchfield,google/patchfield,False,32,21484,True,True,Java,240,240,2013-08-20 18:19:13,2016-09-19 16:41:42,
google,12390121,compile-testing,google/compile-testing,False,48,529,True,True,Java,281,281,2013-08-26 21:30:13,2016-09-18 16:56:47,
google,12738417,go-querystring,google/go-querystring,False,50,37,True,True,Go,353,353,2013-09-10 19:26:51,2016-09-22 23:47:16,
google,12872299,lmctfy,google/lmctfy,False,209,5234,True,True,C++,2961,2961,2013-09-16 16:28:53,2016-09-22 16:18:11,
google,12875229,tsviewdb,google/tsviewdb,False,16,7104,True,True,JavaScript,106,106,2013-09-16 18:35:45,2016-09-22 18:50:10,
google,13219093,pepper.js,google/pepper.js,False,42,1728,True,True,JavaScript,294,294,2013-09-30 15:24:47,2016-09-15 21:59:06,http://trypepperjs.appspot.com
google,13300800,capsicum-linux,google/capsicum-linux,False,27,1203849,True,False,C,143,143,2013-10-03 14:41:35,2016-09-13 00:27:21,
google,13745124,jimfs,google/jimfs,False,143,2969,True,False,Java,1063,1063,2013-10-21 14:39:27,2016-09-22 13:51:59,
google,13872231,blockly,google/blockly,False,898,108690,True,True,JavaScript,2654,2654,2013-10-25 21:13:33,2016-09-22 15:48:33,https://developers.google.com/blockly/
google,14211461,oauth2client,google/oauth2client,False,226,25059,True,False,Python,437,437,2013-11-07 18:03:04,2016-09-21 07:53:59,
google,14725230,liquidfun,google/liquidfun,False,364,25416,True,False,C++,2598,2598,2013-11-26 18:20:10,2016-09-22 22:17:25,http://google.github.io/liquidfun
google,14909673,grr,google/grr,False,269,140224,True,False,Python,1480,1480,2013-12-04 00:17:53,2016-09-22 23:57:06,
google,14967014,vim-maktaba,google/vim-maktaba,False,30,611,True,True,VimL,429,429,2013-12-05 21:59:43,2016-08-25 10:50:53,
google,15122806,benchmark,google/benchmark,False,207,1771,True,False,C++,1085,1085,2013-12-12 00:10:48,2016-09-22 19:17:41,
google,15319507,grafika,google/grafika,False,460,1051,True,False,Java,1557,1557,2013-12-19 18:36:53,2016-09-22 10:06:53,
google,15749269,google-api-python-client,google/google-api-python-client,False,511,25010,True,False,Python,1148,1148,2014-01-08 21:55:56,2016-09-22 23:47:03,
google,15773229,skia,google/skia,False,282,2633096,False,False,C++,1055,1055,2014-01-09 17:09:57,2016-09-23 01:04:38,https://skia.org
google,15812091,instant-hangouts,google/instant-hangouts,False,39,50,True,True,JavaScript,176,176,2014-01-10 22:46:57,2016-08-14 10:54:38,
google,16386421,radioreceiver,google/radioreceiver,False,33,905,True,False,JavaScript,188,188,2014-01-30 18:28:13,2016-09-22 00:35:30,https://chrome.google.com/webstore/detail/radio-receiver/miieomcelenidlleokajkghmifldohpo
google,16389681,j2objc,google/j2objc,False,577,39716,True,True,Java,4342,4342,2014-01-30 20:19:56,2016-09-23 02:26:54,http://j2objc.org
google,17029490,grr-doc,google/grr-doc,False,66,2123,True,True,Makefile,146,146,2014-02-20 17:46:08,2016-09-22 12:24:22,
google,17150568,vroom,google/vroom,False,20,2114,True,True,Python,204,204,2014-02-24 21:00:11,2016-09-21 22:33:39,
google,17381605,snappy,google/snappy,False,245,2399,False,False,C++,1416,1416,2014-03-03 21:58:09,2016-09-23 03:39:32,https://code.google.com/p/snappy/
google,18143466,palette.js,google/palette.js,False,22,62,False,False,JavaScript,136,136,2014-03-26 15:39:13,2016-09-19 15:04:59,http://google.github.io/palette.js/
google,18144573,pyringe,google/pyringe,False,52,424,True,False,Python,1369,1369,2014-03-26 16:13:48,2016-09-22 09:12:07,
google,18347476,iosched,google/iosched,False,4623,23148,True,False,Java,11872,11872,2014-04-01 22:40:40,2016-09-23 05:04:07,https://play.google.com/store/apps/details?id=com.google.samples.apps.iosched
google,18458047,souper,google/souper,False,44,992,True,False,C++,499,499,2014-04-05 02:09:09,2016-09-04 16:08:14,
google,18511024,web-starter-kit,google/web-starter-kit,False,2503,13867,True,True,HTML,14724,14724,2014-04-07 08:45:18,2016-09-23 04:37:21,http://developers.google.com/web/starter-kit
google,18845024,closure-compiler,google/closure-compiler,False,557,123029,True,True,Java,2648,2648,2014-04-16 15:30:36,2016-09-22 16:46:44,https://developers.google.com/closure/compiler/
google,18845068,closure-templates,google/closure-templates,False,84,50619,True,False,Java,258,258,2014-04-16 15:31:58,2016-09-21 16:23:30,
google,19000603,shaka-packager,google/shaka-packager,False,73,338721,True,True,C++,151,151,2014-04-21 17:34:50,2016-09-15 18:43:06,
google,19249835,WebFundamentals,google/WebFundamentals,False,1234,1144417,True,False,HTML,6497,6497,2014-04-28 18:45:45,2016-09-23 03:57:45,https://developers.google.com/web/fundamentals
google,19253501,closure-stylesheets,google/closure-stylesheets,False,27,11364,True,True,Java,122,122,2014-04-28 20:51:38,2016-09-22 13:40:23,
google,19716755,jsaction,google/jsaction,False,40,276,True,False,JavaScript,679,679,2014-05-12 21:53:24,2016-09-22 21:22:32,
google,19864741,rekall,google/rekall,False,121,133859,True,True,Python,669,669,2014-05-16 17:22:51,2016-09-22 05:17:37,http://www.rekall-forensic.com
google,19953044,flatbuffers,google/flatbuffers,False,965,24996,True,False,C++,6663,6663,2014-05-19 18:33:01,2016-09-23 01:21:01,http://google.github.io/flatbuffers/
google,19989605,certificate-transparency,google/certificate-transparency,False,109,29601,True,False,C++,295,295,2014-05-20 17:03:47,2016-09-21 19:19:13,http://www.certificate-transparency.org/
google,20239198,mtail,google/mtail,False,42,2027,True,True,Go,295,295,2014-05-27 23:46:16,2016-09-22 12:44:34,
google,20275545,guice,google/guice,False,640,63980,True,True,Java,3921,3921,2014-05-28 23:18:53,2016-09-23 03:38:41,https://github.com/google/guice
google,20300177,guava,google/guava,False,2820,122412,True,True,Java,11697,11697,2014-05-29 16:23:17,2016-09-23 05:15:30,
google,20457928,kasan,google/kasan,False,39,1098161,True,True,C,127,127,2014-06-03 20:15:33,2016-09-11 22:18:47,https://github.com/google/kasan/wiki
google,20580961,LiquidFunPaint,google/LiquidFunPaint,False,40,3165,True,False,Java,102,102,2014-06-06 23:20:56,2016-08-26 09:42:50,
google,20581500,u2f-ref-code,google/u2f-ref-code,False,95,202324,True,False,JavaScript,251,251,2014-06-06 23:56:59,2016-09-23 03:51:03,
google,20653934,cadvisor,google/cadvisor,False,658,32421,True,False,Go,4562,4562,2014-06-09 16:36:33,2016-09-22 21:42:21,
google,20786099,deepboost,google/deepboost,False,49,30,False,False,C++,127,127,2014-06-12 23:27:39,2016-09-22 12:40:20,
google,20818126,ExoPlayer,google/ExoPlayer,False,1663,61864,True,False,Java,4482,4482,2014-06-13 21:19:18,2016-09-23 04:04:12,
google,20900043,fruit,google/fruit,False,66,1794,True,True,C++,412,412,2014-06-16 20:43:26,2016-09-22 12:32:18,https://github.com/google/fruit/wiki
google,21009909,timesketch,google/timesketch,False,57,2646,True,True,Python,363,363,2014-06-19 17:49:45,2016-09-22 03:31:23,
google,21016984,codeworld,google/codeworld,False,47,1673,True,False,Haskell,418,418,2014-06-19 21:56:15,2016-09-18 15:33:39,http://code.world
google,21041510,xsecurelock,google/xsecurelock,False,12,119,True,False,C,109,109,2014-06-20 14:55:28,2016-09-06 21:47:06,
google,21052985,battery-historian,google/battery-historian,False,306,5082,True,False,Go,1792,1792,2014-06-20 21:28:26,2016-09-23 03:11:44,
google,21404763,python-adb,google/python-adb,False,83,110,True,False,Python,297,297,2014-07-01 23:00:56,2016-09-22 19:44:53,
google,21404821,openrtb-doubleclick,google/openrtb-doubleclick,False,47,1258,True,True,Java,107,107,2014-07-01 23:03:43,2016-09-22 10:53:03,
google,21432552,openrtb,google/openrtb,False,73,7514,True,True,Java,177,177,2014-07-02 17:05:55,2016-09-21 18:30:03,
google,21591766,VoltAir,google/VoltAir,False,65,88153,True,False,C++,252,252,2014-07-08 00:21:40,2016-08-31 16:22:54,http://google.github.io/VoltAir
google,22275328,stagehand,google/stagehand,False,59,5532,True,True,Dart,144,144,2014-07-26 01:00:23,2016-09-22 18:51:02,http://stagehand.pub
google,22476286,gofuzz,google/gofuzz,False,18,32,True,False,Go,245,245,2014-07-31 16:21:29,2016-09-17 14:44:16,
google,22479136,btree,google/btree,False,70,41,True,False,Go,652,652,2014-07-31 17:56:24,2016-09-22 05:34:59,
google,22527161,jsonnet,google/jsonnet,False,82,15724,True,False,C++,656,656,2014-08-01 20:29:12,2016-09-22 10:12:28,http://jsonnet.org
google,22765467,CausalImpact,google/CausalImpact,False,82,2814,False,False,R,517,517,2014-08-08 17:16:13,2016-09-23 03:48:34,
google,22971886,skicka,google/skicka,False,38,710,True,False,Go,367,367,2014-08-14 23:28:35,2016-09-21 10:09:32,
google,23080035,macops,google/macops,False,44,1251,True,False,Python,435,435,2014-08-18 17:28:05,2016-09-21 16:36:21,
google,23086893,re2,google/re2,False,198,2524,True,True,C++,1335,1335,2014-08-18 21:21:26,2016-09-22 16:38:24,
google,23153880,novm,google/novm,False,78,1111,True,False,Go,1224,1224,2014-08-20 15:33:17,2016-09-22 01:59:17,
google,23206290,error-prone,google/error-prone,False,139,55197,True,True,Java,1377,1377,2014-08-21 23:26:50,2016-09-22 15:31:49,http://errorprone.info
google,23320068,blockly-games,google/blockly-games,False,155,726611,True,True,JavaScript,275,275,2014-08-25 16:09:42,2016-09-22 18:51:04,https://blockly-games.appspot.com/
google,23320304,adb-sync,google/adb-sync,False,30,34,True,False,Python,201,201,2014-08-25 16:18:51,2016-09-17 14:19:24,
google,23355681,angle,google/angle,False,108,79431,False,False,C++,350,350,2014-08-26 14:59:07,2016-09-21 13:25:22,http://angleproject.org
google,23357588,protobuf,google/protobuf,False,3601,63713,True,True,C++,12013,12013,2014-08-26 15:52:15,2016-09-23 04:30:13,https://developers.google.com/protocol-buffers/
google,23401897,hat-backup,google/hat-backup,False,17,1051,True,False,Rust,159,159,2014-08-27 19:08:49,2016-09-20 06:33:43,
google,23405758,leveldb,google/leveldb,False,1781,955,True,False,C++,7024,7024,2014-08-27 21:17:52,2016-09-23 04:49:28,
google,23474151,recki-ct,google/recki-ct,False,40,909,True,False,PHP,549,549,2014-08-29 18:46:29,2016-09-09 09:26:51,
google,23641816,sanitizers,google/sanitizers,False,105,34778,True,True,Python,792,792,2014-09-03 23:49:51,2016-09-22 14:07:55,
google,23844174,trace-viewer,google/trace-viewer,False,74,90705,True,True,,467,467,2014-09-09 17:49:03,2016-08-10 09:48:39,https://github.com/catapult-project/catapult/tree/master/tracing#readme
google,24061376,transitfeed,google/transitfeed,False,77,2338,True,True,Python,218,218,2014-09-15 15:16:32,2016-09-20 17:31:25,https://github.com/google/transitfeed/wiki
google,24152652,firing-range,google/firing-range,False,142,180,True,False,Java,751,751,2014-09-17 16:22:46,2016-09-18 22:50:12,
